,,,Totals, ,01/03/22, ,01/04/22, ,01/05/22, ,01/06/22, ,01/07/22, ,01/08/22, ,01/09/22, ,01/10/22, ,01/11/22, ,01/12/22, ,01/01/23, ,01/02/23, ,01/03/23, ,01/04/23, ,01/05/23, ,01/06/23, ,01/07/23, ,01/08/23, ,01/09/23, ,01/10/23, ,01/11/23, ,01/12/23, ,01/01/24, ,01/02/24, ,01/03/24, ,01/04/24, ,01/05/24, ,01/06/24, ,01/07/24, ,01/08/24, ,01/09/24, ,01/10/24, ,01/11/24, ,01/12/24, ,01/01/25, ,01/02/25, ,01/03/25, ,01/04/25, ,01/05/25, ,01/06/25, ,01/07/25, ,01/08/25, ,01/09/25, ,01/10/25, ,01/11/25, ,01/12/25, ,01/01/26, ,01/02/26, ,01/03/26, ,01/04/26, 
Product Code,Product Description,Department,< Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%)
11142, PORK FILLET,2,270.544,0.13,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,7.373,0.18,8.850,0.25,15.696,0.37,0.766,0.03,0.000,0.00,17.572,0.26,16.209,0.37,12.838,0.27,8.710,0.16,10.014,0.15,9.874,0.23,13.332,0.28,22.686,0.30,6.921,0.14,11.118,0.11,15.662,0.26,24.491,0.77,10.942,0.38,6.954,0.13,20.919,0.13,6.489,0.18,3.140,0.06,8.075,0.18,11.913,0.26,0.000,0.00,0.000,0.00
34385,SIX GUN SPICE SHAKER,2,269.000,0.04,6.000,0.07,6.000,0.07,7.000,0.09,2.000,0.03,3.000,0.03,3.000,0.03,4.000,0.04,4.000,0.04,8.000,0.09,1.000,0.01,0.000,0.00,1.000,0.01,3.000,0.03,3.000,0.03,7.000,0.09,4.000,0.06,5.000,0.04,11.000,0.10,6.000,0.05,11.000,0.08,11.000,0.08,17.000,0.08,10.000,0.08,14.000,0.11,10.000,0.06,10.000,0.07,9.000,0.06,7.000,0.05,3.000,0.02,16.000,0.12,9.000,0.09,4.000,0.04,6.000,0.05,10.000,0.06,9.000,0.08,5.000,0.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,6.000,0.03,7.000,0.03,7.000,0.03,4.000,0.08
34179,SPAR YB BEEF TOPSIDE,2,267.649,0.13,1.478,0.07,1.436,0.07,0.322,0.02,5.712,0.31,2.398,0.10,4.120,0.19,5.404,0.19,7.888,0.36,2.596,0.12,5.318,0.15,4.407,0.14,9.194,0.36,4.377,0.11,4.807,0.17,5.120,0.21,7.240,0.15,10.192,0.14,15.201,0.41,4.848,0.16,10.486,0.37,9.006,0.31,5.614,0.14,23.326,0.78,25.762,0.60,35.868,0.64,19.772,0.42,12.554,0.23,11.996,0.23,7.643,0.17,3.564,0.10,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34249,LAMB RIBLETS,2,264.730,0.23,4.146,0.21,1.657,0.09,4.869,0.29,1.404,0.13,6.168,0.42,2.452,0.11,1.240,0.03,4.769,0.15,7.451,0.35,6.251,0.21,3.278,0.21,2.610,0.16,3.181,0.23,0.334,0.02,1.528,0.11,1.602,0.11,2.486,0.17,2.174,0.15,1.616,0.09,1.176,0.07,0.000,0.00,5.614,0.10,1.836,0.06,2.196,0.08,10.776,0.26,2.914,0.09,3.713,0.12,3.284,0.11,3.228,0.10,9.742,0.27,7.234,0.21,6.862,0.21,8.026,0.21,7.008,0.16,8.198,0.39,6.942,0.25,7.122,0.28,11.216,0.46,7.178,0.32,8.471,0.37,10.242,0.41,7.850,0.46,6.284,0.39,8.634,0.28,3.998,0.14,14.510,0.36,7.570,0.29,9.316,0.39,8.220,0.33,6.154,0.47
34288,PORK  KEBAB,2,263.445,0.19,1.698,0.08,7.280,0.29,0.000,0.00,2.544,0.12,6.360,0.24,7.822,0.31,0.000,0.00,1.506,0.06,0.402,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,2.398,0.09,9.184,0.34,0.000,0.00,0.000,0.00,0.000,0.00,2.556,0.10,0.638,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,19.200,0.63,6.408,0.25,4.712,0.14,19.162,0.60,22.587,0.61,20.662,0.55,23.083,0.59,20.366,0.79,18.864,0.61,10.266,0.40,8.640,0.34,11.728,0.27,9.480,0.25,12.670,0.32,3.166,0.08,2.021,0.07,3.366,0.09,4.676,0.13,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
12325,T&T PORK RIBS SMKD,2,257.619,0.17,20.360,0.92,14.727,0.58,11.144,0.59,0.000,0.00,9.377,0.34,12.293,0.55,16.162,0.65,18.028,0.41,26.276,1.15,19.282,0.71,15.816,1.14,9.262,0.63,1.440,0.07,4.430,0.19,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,3.630,0.15,10.794,0.37,13.082,0.47,12.400,0.44,9.858,0.32,1.276,0.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,18.358,0.40,9.624,0.33,0.000,0.00
63498,Y B PORK SIRLION,2,253.998,0.17,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,6.146,0.13,27.738,0.83,46.198,1.24,35.012,0.99,1.610,0.03,35.898,1.14,30.224,1.06,41.644,1.37,29.528,1.89
59689,NYAMA CHOMA BRAAIWORS BULK,2,250.012,0.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,52.082,0.24,102.046,0.61,50.210,0.26,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,13.244,0.13,32.430,0.29,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
63497,PORK RASHERS,2,239.783,0.17,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,10.732,0.22,33.092,0.86,37.063,0.84,40.202,1.15,15.690,0.41,42.518,1.72,18.518,0.83,41.968,1.52,0.000,0.00
52680,SPAR ST  BAVETTE PLANKIE,2,226.731,0.12,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,5.079,0.10,1.922,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,7.238,0.08,10.917,0.23,7.053,0.19,0.000,0.00,0.000,0.00,2.704,0.06,9.652,0.24,4.380,0.11,0.000,0.00,23.579,0.29,15.566,0.46,15.031,0.36,4.744,0.10,13.486,0.21,10.045,0.19,14.548,0.35,6.386,0.15,0.000,0.00,0.000,0.00,10.188,0.28,6.832,0.21,34.538,0.43,3.651,0.11,2.796,0.11,11.796,0.41,4.600,0.22
58817, BEEF GOULASH,2,223.050,0.16,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,5.594,0.16,11.831,0.33,12.297,0.35,12.106,0.27,9.258,0.17,10.966,0.34,14.810,0.40,21.400,0.52,11.138,0.31,11.800,0.34,7.108,0.21,9.416,0.15,13.716,0.25,7.390,0.40,14.506,0.89,10.244,0.44,4.361,0.10,11.974,0.40,9.399,0.32,9.248,0.23,4.488,0.21
46391,BULK PORK PACK WITH STEW,2,220.803,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,7.656,0.12,30.240,0.51,0.000,0.00,0.000,0.00,1.800,0.02,0.000,0.00,0.000,0.00,12.034,0.18,2.842,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,5.247,0.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,11.782,0.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,16.158,0.03,0.000,0.00,0.000,0.00,0.000,0.00,47.786,0.07,56.482,0.08,19.760,0.15,9.016,0.09,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
64053,PAR COOKED MARINATED LOIN  RIBS,2,218.000,0.13,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,7.000,0.19,38.000,0.90,33.000,0.82,51.000,0.91,20.000,0.56,30.000,0.87,27.000,0.73,12.000,0.63
45848,LAMB STEW,2,217.560,0.18,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,1.846,0.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,1.796,0.06,1.800,0.06,0.000,0.00,6.106,0.10,9.240,0.16,2.642,0.06,8.147,0.18,3.952,0.11,7.156,0.34,4.198,0.13,6.364,0.21,2.046,0.07,2.022,0.05,3.664,0.10,9.372,0.29,15.608,0.74,15.736,0.95,24.880,0.78,15.318,0.50,23.109,0.57,15.772,0.61,13.020,0.56,12.926,0.52,10.840,0.85
34264,MUTTON NECK,2,215.874,0.14,2.684,0.10,2.250,0.07,1.444,0.05,5.761,0.27,2.110,0.10,3.584,0.18,3.012,0.13,1.594,0.04,3.134,0.08,1.750,0.03,2.884,0.13,1.986,0.09,4.388,0.10,4.246,0.10,5.898,0.03,5.866,0.26,3.612,0.16,2.042,0.12,1.782,0.10,0.000,0.00,0.944,0.05,5.141,0.10,2.136,0.10,4.532,0.23,7.830,0.29,1.516,0.07,6.052,0.23,3.666,0.15,3.386,0.14,3.982,0.15,5.920,0.23,4.642,0.18,1.488,0.05,6.902,0.17,0.570,0.02,4.870,0.17,6.198,0.23,4.756,0.18,8.152,0.08,9.418,0.18,6.546,0.18,5.322,0.14,6.434,0.16,9.228,0.19,8.006,0.17,10.798,0.16,6.240,0.17,4.326,0.13,5.282,0.18,1.564,0.10
34266,MUTTON RIBLETS,2,214.865,0.16,3.276,0.14,1.428,0.05,1.516,0.07,6.170,0.34,7.350,0.35,0.546,0.03,2.670,0.13,2.918,0.10,2.116,0.08,7.330,0.19,4.954,0.26,2.053,0.09,4.268,0.12,1.230,0.03,5.096,0.10,3.214,0.20,3.286,0.20,2.694,0.23,1.392,0.10,1.066,0.08,0.000,0.00,4.760,0.13,0.642,0.03,4.112,0.22,10.302,0.38,2.078,0.09,6.106,0.23,2.412,0.10,7.510,0.31,5.280,0.19,2.850,0.11,5.030,0.20,2.254,0.07,4.194,0.10,1.376,0.05,5.434,0.19,8.364,0.26,7.970,0.24,5.868,0.15,5.258,0.20,4.652,0.20,6.426,0.24,8.746,0.27,9.258,0.22,6.046,0.15,5.748,0.11,2.886,0.09,4.714,0.16,7.170,0.23,2.846,0.18
52937,BW BEEF BITES CHILLI,2,211.059,0.62,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,5.002,0.93,3.022,0.54,3.170,0.50,4.574,0.77,5.948,0.86,5.410,0.85,7.028,1.07,8.916,0.94,6.692,1.19,5.498,0.96,2.930,0.39,0.000,0.00,3.470,0.48,9.784,1.41,6.186,0.93,7.012,0.91,8.376,1.14,6.414,0.89,6.358,0.74,7.582,0.68,4.262,0.57,3.740,0.44,5.328,0.56,8.010,0.79,9.447,0.88,7.019,0.84,5.744,0.76,6.942,0.94,5.020,0.96,7.378,1.01,6.296,0.91,7.794,0.81,3.575,0.53,5.212,0.67,7.744,0.86,4.176,0.61
61010,SHISANYAMA BBQ SPICE,2,211.000,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,22.000,0.08,58.000,0.20,34.000,0.12,21.000,0.07,8.000,0.03,15.000,0.05,20.000,0.06,27.000,0.10,6.000,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
59688,NYAMA CHOMA BRAAIWORS,2,205.550,0.06,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,30.174,0.27,57.938,0.55,64.260,0.51,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,14.790,0.24,38.388,0.53,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
62607,RODEO BURGER PATTIES,2,201.000,0.11,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,12.000,0.31,25.000,0.48,28.000,0.55,23.000,0.58,20.000,0.45,24.000,0.57,27.000,0.46,22.000,0.58,0.000,0.00,8.000,0.20,12.000,0.58
51065,RIBBON SNOEK,2,194.000,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,10.000,0.07,24.000,0.13,18.000,0.09,25.000,0.15,16.000,0.09,30.000,0.15,16.000,0.09,16.000,0.09,9.000,0.06,13.000,0.08,7.000,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,8.000,0.05,2.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
62613,DELICO DROEWORS 2'S,2,171.000,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,77.000,0.42,91.000,0.65,3.000,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
49605,SPAR T&T B/BUST CHS/ONION,2,170.000,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,13.000,0.08,14.000,0.18,27.000,0.33,5.000,0.05,27.000,0.26,0.000,0.00,14.000,0.14,7.000,0.06,0.000,0.00,7.000,0.07,4.000,0.04,0.000,0.00,0.000,0.00,10.000,0.12,7.000,0.08,2.000,0.02,0.000,0.00,0.000,0.00,4.000,0.02,7.000,0.04,0.000,0.00,2.000,0.01,8.000,0.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,5.000,0.03,7.000,0.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
44898,MUTTON BRAAI CHOP,2,163.508,0.15,1.422,0.07,0.370,0.02,2.918,0.16,0.000,0.00,3.234,0.18,10.036,0.57,0.516,0.03,0.700,0.03,1.244,0.05,0.900,0.02,2.154,0.12,0.000,0.00,1.512,0.05,0.000,0.00,4.008,0.02,19.692,1.23,6.786,0.42,2.438,0.19,6.488,0.47,3.272,0.26,4.808,0.32,11.776,0.43,1.014,0.05,3.790,0.17,7.282,0.27,0.824,0.04,8.914,0.34,2.640,0.11,4.248,0.18,1.524,0.06,3.522,0.17,8.514,0.41,3.692,0.15,6.438,0.20,0.000,0.00,7.596,0.33,3.580,0.14,4.910,0.19,3.182,0.11,6.584,0.25,0.980,0.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
49111,BULSS I-GRILL,2,162.000,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,31.000,0.19,22.000,0.14,28.000,0.16,13.000,0.08,4.000,0.03,3.000,0.01,4.000,0.03,3.000,0.02,5.000,0.03,8.000,0.05,4.000,0.03,6.000,0.04,8.000,0.04,5.000,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,3.000,0.01,5.000,0.02,7.000,0.03,3.000,0.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
40510,1/2 MUTTON,2,159.402,0.06,36.902,0.45,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,2.880,0.04,0.000,0.00,0.000,0.00,9.350,0.34,21.291,0.76,42.498,0.72,7.980,0.13,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,1.494,0.04,11.814,0.29,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,12.226,0.31,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,12.967,0.13,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
62790,BEEF RASHER,2,158.268,0.08,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,6.392,0.15,14.109,0.28,19.873,0.42,10.042,0.27,17.260,0.49,14.182,0.46,19.792,0.43,16.794,0.46,16.566,0.18,19.686,0.20,3.572,0.09
54631,SPAR T&T P/LOIN RIB 1KG S&STKY,2,155.000,0.06,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,18.000,0.35,6.000,0.20,12.000,0.17,15.000,0.32,27.000,0.62,25.000,0.52,16.000,0.36,11.000,0.20,6.000,0.08,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,12.000,0.18,7.000,0.28
60147,SEAS WORCESTER SAUCE,2,154.000,0.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,18.000,0.06,29.000,0.08,23.000,0.10,12.000,0.05,11.000,0.04,5.000,0.02,9.000,0.03,2.000,0.01,4.000,0.01,12.000,0.03,6.000,0.02,6.000,0.02,11.000,0.03,6.000,0.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
