,,,Totals, ,01/03/22, ,01/04/22, ,01/05/22, ,01/06/22, ,01/07/22, ,01/08/22, ,01/09/22, ,01/10/22, ,01/11/22, ,01/12/22, ,01/01/23, ,01/02/23, ,01/03/23, ,01/04/23, ,01/05/23, ,01/06/23, ,01/07/23, ,01/08/23, ,01/09/23, ,01/10/23, ,01/11/23, ,01/12/23, ,01/01/24, ,01/02/24, ,01/03/24, ,01/04/24, ,01/05/24, ,01/06/24, ,01/07/24, ,01/08/24, ,01/09/24, ,01/10/24, ,01/11/24, ,01/12/24, ,01/01/25, ,01/02/25, ,01/03/25, ,01/04/25, ,01/05/25, ,01/06/25, ,01/07/25, ,01/08/25, ,01/09/25, ,01/10/25, ,01/11/25, ,01/12/25, ,01/01/26, ,01/02/26, ,01/03/26, ,01/04/26, 
Product Code,Product Description,Department,< Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%)
47669,SUPER BRAAI WORS,2,1 555.752,0.46,2.794,0.05,70.273,1.03,63.960,1.08,76.720,1.33,107.086,1.46,110.226,1.57,121.497,1.54,134.173,2.45,71.606,1.57,119.855,1.65,84.055,2.30,96.655,2.53,19.011,0.39,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,68.339,1.87,71.916,1.94,66.861,1.38,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,3.519,0.05,46.265,0.60,16.297,0.21,26.498,0.21,52.318,0.40,8.466,0.05,72.656,1.03,27.823,0.44,16.883,0.21,0.000,0.00
34197,BULK OPPIE-KOPPIE B/WORS,2,1 543.491,0.58,16.546,0.50,53.224,1.28,32.266,0.89,0.972,0.03,39.858,0.89,49.318,1.15,54.414,1.13,53.150,1.33,52.230,1.32,83.454,1.24,50.110,1.57,27.326,0.92,61.992,1.21,81.320,0.86,45.245,1.07,13.298,0.32,0.000,0.00,32.742,0.39,0.000,0.00,51.380,0.57,68.908,0.73,122.524,1.51,55.123,1.67,59.582,1.14,65.038,0.95,20.438,0.36,14.376,0.22,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,34.304,0.41,0.000,0.00,0.536,0.01,0.000,0.00,45.240,1.47,43.703,1.08,57.186,1.31,14.526,0.28,0.000,0.00,14.415,0.24,28.064,0.72,47.715,0.99,9.898,0.18,43.070,1.50
35003,BRITOS BUDGET PATTIES,2,1 520.000,0.47,33.000,0.39,17.000,0.18,0.000,0.00,0.000,0.00,34.000,0.49,67.000,0.95,76.000,0.95,84.000,1.20,68.000,1.06,41.000,0.41,22.000,0.44,26.000,0.50,51.000,0.76,31.000,1.02,21.000,0.60,34.000,0.93,36.000,0.87,36.000,0.89,16.000,0.32,25.000,0.54,21.000,0.44,10.000,0.15,15.000,0.37,12.000,0.29,10.000,0.18,17.000,0.37,0.000,0.00,0.000,0.00,2.000,0.04,23.000,0.41,18.000,0.33,10.000,0.19,22.000,0.28,7.000,0.07,23.000,0.36,34.000,0.47,54.000,0.66,38.000,0.47,41.000,0.46,34.000,0.42,34.000,0.40,37.000,0.41,54.000,0.77,48.000,0.61,42.000,0.56,34.000,0.33,46.000,0.69,62.000,1.03,45.000,0.70,9.000,0.27
12150,BEEF RUMP MATURED,2,1 499.400,1.16,10.041,0.41,18.266,0.63,13.277,0.63,10.214,0.80,26.849,1.51,30.048,1.28,31.279,1.17,35.050,1.47,29.490,1.78,54.764,2.08,26.584,2.04,43.812,2.94,38.023,1.65,38.569,1.26,33.086,1.82,26.253,1.44,51.017,2.21,35.973,1.47,45.491,1.58,34.274,1.59,33.229,1.32,26.833,0.90,55.740,3.05,41.751,1.60,23.583,0.70,37.728,1.51,22.800,1.48,30.876,1.29,30.298,0.67,25.592,0.90,34.315,0.93,28.096,0.69,25.811,0.83,32.142,0.93,29.622,1.56,35.916,1.72,17.330,0.52,40.303,0.74,17.293,0.71,10.517,0.49,13.521,0.53,15.366,0.58,25.456,1.12,32.392,1.29,17.634,0.70,31.367,0.68,30.843,0.97,53.874,0.79,32.936,0.93,13.876,1.08
47745,BULK SUPER BRAAI WORS,2,1 431.244,0.31,0.000,0.00,34.490,0.44,53.388,0.78,68.664,1.03,94.970,1.12,101.968,1.26,104.296,1.15,93.658,1.30,53.435,0.76,111.010,0.75,68.605,1.07,72.944,1.56,24.844,0.42,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,50.581,1.21,91.468,2.06,44.936,0.77,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,14.102,0.10,64.349,0.43,23.233,0.25,29.982,0.13,76.952,0.54,15.000,0.08,65.311,0.51,44.999,0.31,28.059,0.18,0.000,0.00
54629,SPAR T&T P/BELLY RIB 1KG BBQ,2,1 388.000,0.47,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,9.000,0.23,44.000,0.67,91.000,0.82,30.000,0.54,14.000,0.54,39.000,1.11,36.000,0.99,41.000,0.64,33.000,0.72,11.000,0.38,29.000,0.39,32.000,0.62,28.000,0.47,40.000,0.65,83.000,0.65,78.000,0.87,51.000,0.62,37.000,0.41,57.000,0.60,36.000,0.41,42.000,0.47,75.000,0.97,47.000,0.72,60.000,1.01,46.000,0.51,50.000,1.14,94.000,0.80,63.000,0.82,23.000,0.51,51.000,0.91,18.000,0.51
32043,OPPIE-KOPPIE BOEREWORS,2,1 351.009,0.70,13.766,0.57,52.748,1.90,27.358,1.14,1.402,0.06,39.098,1.32,36.848,1.29,61.823,1.25,63.330,1.31,51.124,1.44,81.686,1.38,36.704,1.43,34.755,1.64,44.569,1.36,53.520,1.18,42.722,1.50,21.034,0.73,0.000,0.00,37.722,0.65,0.000,0.00,37.704,0.60,63.163,1.62,70.896,1.65,63.994,2.50,59.884,1.80,56.978,1.31,27.470,0.76,13.002,0.31,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,30.612,0.58,0.000,0.00,0.000,0.00,0.000,0.00,40.501,1.49,30.577,0.83,31.286,0.97,13.366,0.36,0.000,0.00,4.920,0.11,20.684,0.70,35.269,1.06,17.608,0.47,32.886,1.70
60887,BULK BB/NAMIB BOEREWORS,2,1 338.525,0.64,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,11.164,0.23,132.842,2.38,97.682,1.57,86.172,1.38,132.405,1.97,86.282,1.71,73.080,1.67,118.481,2.25,80.258,1.88,85.332,1.77,88.950,2.05,106.729,1.72,62.614,1.51,58.836,1.40,72.038,1.42,45.660,1.75
63523,PORK HOCKS STEW,2,1 297.531,0.57,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,73.784,0.32,220.936,1.89,207.433,3.08,197.517,3.25,175.348,2.54,128.676,3.21,134.580,4.86,116.553,4.14,42.704,2.94
43941,GEVLEKTE  SNOEK,2,1 293.735,0.64,12.100,0.35,115.838,3.77,17.918,0.67,13.720,0.53,20.660,0.63,26.548,0.82,21.280,0.53,13.104,0.37,12.646,0.38,24.580,0.64,17.628,0.56,34.029,0.82,33.757,0.87,55.538,1.56,15.314,0.48,23.372,0.41,32.510,0.42,25.426,0.41,17.930,0.54,23.098,0.76,31.137,0.85,21.268,0.37,19.780,0.58,15.464,0.44,104.393,2.27,22.884,0.60,29.094,0.66,28.932,0.68,9.910,0.24,28.836,0.61,24.832,0.54,26.431,0.62,5.933,0.15,0.000,0.00,0.000,0.00,3.794,0.13,31.087,1.20,80.063,2.70,9.398,0.21,10.104,0.24,10.161,0.18,7.402,0.12,0.838,0.02,14.926,0.23,33.062,0.47,15.380,0.18,25.136,0.68,25.348,0.63,39.600,0.85,61.546,2.67
34242,LAM RIB & LOIN,2,1 246.060,1.53,27.644,1.49,11.506,0.63,26.524,1.62,7.044,0.57,0.000,0.00,3.966,0.14,0.000,0.00,0.000,0.00,2.108,0.08,16.808,0.48,0.000,0.00,2.360,0.13,15.552,1.24,16.122,1.07,8.653,0.74,16.479,1.28,13.574,0.99,14.524,1.08,18.296,1.16,18.284,1.26,17.360,1.27,38.612,1.55,9.024,0.57,18.546,1.32,27.802,1.37,29.226,1.73,26.412,1.35,25.844,1.42,27.826,1.59,39.978,2.15,33.668,2.03,27.656,1.78,48.570,2.66,40.490,1.88,25.246,2.12,36.158,2.36,47.698,2.54,37.738,2.24,39.962,2.83,25.000,1.98,31.796,2.45,30.392,2.54,42.118,2.76,55.660,-0.53,50.970,2.33,79.694,2.62,39.440,1.99,25.310,1.42,28.668,1.50,19.752,2.00
45832,CHEESE BURGER,2,1 212.201,0.27,0.414,0.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,35.602,0.06,18.688,0.02,9.900,-0.10,36.738,-0.39,27.916,-0.40,62.926,-0.12,29.052,0.03,21.394,0.01,27.526,0.02,37.053,0.03,16.290,0.01,10.396,0.01,33.547,0.04,10.306,0.18,0.000,0.00,0.000,0.00,10.072,0.28,32.893,0.96,48.198,0.65,12.664,0.31,40.198,1.08,40.034,0.75,48.614,0.46,70.039,1.33,53.594,1.07,73.247,0.70,29.841,-0.00,74.671,0.63,13.830,0.07,50.972,0.07,31.087,0.64,29.960,0.42,52.369,0.64,6.436,0.14,63.980,0.24,51.754,1.32,0.000,0.00,0.000,0.00,0.000,0.00
63474,BULK PORK NECK STEAK,2,1 209.413,0.62,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,77.788,0.63,140.865,1.87,171.882,3.41,176.771,4.21,206.389,3.51,117.182,3.04,128.596,4.00,136.846,3.97,53.094,2.99
12141, BEEF SIRLOIN,2,1 147.762,0.85,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,4.578,0.20,71.913,2.33,59.629,1.64,45.020,1.46,68.795,1.98,53.666,1.52,66.037,3.22,44.004,1.65,47.005,1.50,74.253,1.20,41.754,1.41,11.100,0.52,28.950,0.97,43.260,1.43,51.113,1.77,67.969,2.60,41.196,2.01,65.039,1.42,63.718,2.11,121.544,1.46,49.728,1.83,27.491,2.72
34241,LAMB BRAAI CHOPS,2,1 143.651,0.96,92.918,4.57,55.684,2.76,69.065,3.50,32.064,2.45,36.114,2.72,11.420,0.90,29.421,1.51,31.587,0.62,5.222,0.04,69.364,1.79,20.744,1.08,14.584,0.72,23.475,1.69,46.596,2.85,22.470,1.55,26.452,1.75,15.494,0.90,38.484,2.41,38.518,2.07,47.056,2.75,57.802,3.25,58.946,2.31,9.204,0.61,14.057,0.88,5.400,0.27,43.706,2.60,21.106,1.08,84.067,0.03,7.195,-0.04,3.452,0.18,1.580,0.09,2.762,0.16,3.514,0.17,6.956,0.25,0.804,0.05,1.110,0.04,1.466,0.05,5.372,0.17,0.432,0.01,0.352,0.01,5.482,0.36,9.794,0.74,8.978,0.57,10.032,0.37,9.652,0.38,10.208,0.27,8.712,0.34,10.892,0.47,9.866,0.40,4.020,0.32
12864,BEEF OXTAIL,2,1 105.918,0.35,16.688,0.46,41.679,0.77,42.436,1.15,102.183,1.51,68.980,1.16,72.315,1.29,42.080,1.06,30.749,0.86,37.495,0.60,41.071,0.61,9.092,0.32,40.448,0.65,37.201,0.74,62.467,1.02,105.664,1.48,85.629,1.40,59.045,1.23,41.879,0.89,22.453,0.27,28.633,0.95,11.122,0.35,1.052,0.02,8.166,0.37,3.886,0.16,6.986,0.22,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,19.649,0.45,44.675,0.55,22.195,0.42,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34257,MUTTON BRAAI CHOPS,2,1 061.527,0.77,54.740,2.09,43.804,1.51,51.562,2.05,57.844,2.95,51.320,2.44,25.091,1.55,24.832,1.35,11.978,0.46,8.760,0.27,70.022,1.04,45.288,1.32,17.278,0.49,34.046,0.75,41.505,0.78,30.760,0.17,57.097,3.17,47.755,2.92,30.646,2.42,28.674,2.08,26.680,2.11,39.324,2.80,43.336,2.02,12.355,0.60,26.710,0.96,22.934,0.66,26.866,0.92,28.600,0.85,26.178,0.80,0.000,0.00,0.946,0.04,5.140,0.24,3.312,0.14,0.000,0.00,1.482,0.04,0.560,0.03,0.914,0.04,3.308,0.13,2.394,0.09,1.022,0.04,1.436,0.06,4.922,0.24,6.886,0.25,6.268,0.21,8.790,0.22,5.874,0.16,7.734,0.16,5.066,0.17,1.052,0.04,5.722,0.19,2.714,0.18
16182,ROOIBERG B/WORS,2,1 058.089,0.18,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,19.494,0.02,118.557,0.60,91.071,1.16,25.278,0.57,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,42.595,0.29,22.326,0.29,0.000,0.00,25.494,0.20,2.612,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,15.551,0.10,27.178,0.18,34.269,0.18,20.791,0.12,16.081,0.10,0.000,0.00,41.195,0.37,24.835,0.26,28.835,0.41,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,33.344,0.34,29.166,0.19,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,25.589,0.31,63.096,0.35,76.832,0.08,73.028,0.39,28.703,0.12,116.058,1.30,56.111,1.62
39397,T&T GAMMON B/LESS MINI,2,1 031.652,0.25,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,45.526,0.28,241.880,1.50,6.790,0.08,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,9.750,0.37,42.044,1.55,176.508,3.44,0.000,0.00,14.032,0.44,8.773,0.31,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,25.110,0.20,7.503,0.29,9.930,0.11,34.310,0.12,129.686,0.53,5.025,0.14,0.000,0.00,0.474,0.00,0.000,0.00,3.569,0.07,0.000,0.00,5.899,0.03,2.462,0.01,1.698,0.04,0.000,0.00,11.878,0.10,237.918,0.63,4.535,0.05,0.000,0.00,6.352,0.07,0.000,0.00
60886,BB/NAMIB BOEREWORS,2,1 029.038,0.68,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,18.450,0.54,92.822,2.38,74.808,1.72,71.790,1.65,103.729,2.19,50.086,1.34,57.974,1.80,69.906,1.84,67.972,2.13,64.292,1.79,75.157,2.17,74.719,1.57,47.273,1.54,53.092,1.76,76.834,2.19,30.134,1.67
32044,OUKRANS BOEREWORS,2,979.334,0.33,0.000,0.00,9.550,0.21,14.262,0.17,9.846,0.12,11.417,0.11,69.997,0.71,53.428,0.92,4.350,0.18,40.922,1.18,21.980,0.29,1.508,0.04,44.780,1.65,0.000,0.00,18.158,0.35,18.034,0.62,0.000,0.00,0.000,0.00,19.266,0.42,34.629,0.61,0.000,0.00,21.576,0.38,31.069,0.44,0.000,0.00,0.000,0.00,29.099,0.21,22.290,0.53,0.000,0.00,0.000,0.00,0.000,0.00,46.941,0.67,38.292,0.68,0.000,0.00,36.382,0.80,45.212,0.65,27.190,0.50,14.336,0.10,79.992,0.51,35.419,0.29,0.000,0.00,0.000,0.00,0.000,0.00,47.230,0.90,73.585,1.02,23.010,0.31,18.983,0.27,16.601,0.17,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34258,MUTTON RIB & LOIN,2,949.708,0.81,20.632,1.01,9.068,0.40,14.956,0.77,21.997,1.39,6.252,0.33,9.322,0.57,13.762,0.63,3.100,0.09,3.418,0.11,24.147,0.31,27.362,0.96,6.251,0.14,13.148,0.21,20.990,0.24,19.171,-0.00,21.718,1.45,14.204,0.96,19.612,1.59,9.008,0.65,12.348,0.98,13.034,0.93,13.418,0.48,0.000,0.00,20.350,1.05,19.978,0.74,13.224,0.59,15.504,0.59,25.712,1.02,30.848,1.29,13.244,0.53,22.370,1.05,27.294,1.31,6.198,0.24,34.318,1.02,1.424,0.07,19.762,0.83,24.944,0.94,28.332,1.07,26.830,1.16,29.810,1.69,23.374,1.23,26.356,1.07,24.058,0.81,33.884,0.91,24.124,0.68,60.454,1.32,19.476,0.67,21.430,0.86,27.320,1.14,12.172,1.00
34196,BULK OUKRANS BOEREWORS,2,944.175,0.46,0.000,0.00,0.000,0.00,0.000,0.00,4.912,0.13,4.780,0.10,46.252,1.21,42.508,0.85,4.820,0.22,36.090,1.46,13.240,0.27,2.850,0.12,40.606,1.80,0.000,0.00,14.398,0.44,27.726,1.13,0.000,0.00,0.000,0.00,10.642,0.44,39.495,1.14,0.000,0.00,20.900,0.59,26.575,0.63,0.000,0.00,0.000,0.00,25.812,0.42,24.916,0.74,0.000,0.00,0.000,0.00,0.000,0.00,25.614,0.38,40.542,0.71,0.000,0.00,46.457,0.87,57.670,0.76,36.357,0.66,17.238,0.12,75.802,0.74,46.386,0.73,0.000,0.00,0.000,0.00,0.000,0.00,59.025,1.55,63.537,1.50,19.026,0.69,45.229,1.05,24.770,0.41,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34208,BULK TENDERISED STEAK,2,938.972,0.29,0.000,0.00,0.000,0.00,22.772,0.40,28.400,0.95,31.053,0.85,36.822,0.71,16.160,0.51,17.434,0.69,28.988,0.89,29.160,0.55,65.513,0.50,35.018,0.46,37.753,0.99,9.378,0.41,6.200,0.32,24.936,0.61,11.125,0.22,32.166,0.32,24.790,0.25,46.676,0.45,43.186,0.64,38.245,0.65,54.013,0.52,56.226,1.08,36.434,0.67,38.866,0.64,93.170,1.19,38.238,0.64,36.250,0.64,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
39811,LAMB LEG CHOPS,2,931.909,1.15,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,2.442,0.18,0.000,0.00,0.000,0.00,0.000,0.00,2.915,0.12,12.558,0.33,0.000,0.00,6.432,0.32,20.449,1.47,3.506,0.21,3.510,0.25,8.421,0.67,4.442,0.36,0.000,0.00,1.090,0.08,0.000,0.00,2.736,0.20,27.460,0.85,7.586,0.40,15.708,1.01,19.692,0.80,9.226,0.46,31.492,1.33,24.900,1.12,8.206,0.42,16.284,0.94,46.006,2.77,24.358,1.58,60.232,3.30,33.044,1.52,24.792,2.03,42.346,2.35,49.646,1.94,39.738,1.61,30.562,1.60,30.284,1.85,28.506,2.09,45.618,3.64,31.468,2.32,38.350,1.53,31.406,1.32,28.912,0.86,38.284,1.76,30.782,1.58,30.292,1.44,18.228,1.70
11147,W/SHIRE  PORK SAUSAGE,2,906.742,0.31,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,75.466,0.84,80.824,1.35,91.865,1.32,57.113,0.64,112.328,1.17,106.944,0.58,137.682,1.64,82.538,1.82,50.708,1.12,76.150,1.44,35.124,1.02
51078,BULK ROOIBERG B/WORS,2,903.974,0.33,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,10.036,0.26,35.200,0.54,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,47.048,0.57,22.854,0.40,0.000,0.00,29.790,0.40,1.100,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,31.144,0.53,29.774,0.72,35.166,0.64,34.395,0.64,20.820,0.43,0.000,0.00,42.886,0.78,19.498,0.37,32.097,0.64,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,29.838,0.61,30.274,0.60,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,33.874,0.41,88.362,2.05,113.122,1.80,73.723,0.42,30.851,0.12,76.358,0.86,35.764,0.94
34239,LAMB BEST END,2,891.880,0.98,0.000,0.00,0.000,0.00,0.390,0.03,0.000,0.00,4.754,0.31,3.268,0.19,20.324,0.57,28.235,0.86,3.586,0.12,9.752,0.32,12.524,0.82,17.350,1.09,2.494,0.20,8.964,0.69,7.530,0.66,1.112,0.09,3.296,0.24,4.248,0.33,6.266,0.42,5.092,0.37,0.394,0.03,11.410,0.45,11.896,0.76,19.840,1.28,18.050,0.89,4.126,0.25,16.596,0.85,20.104,1.14,32.343,1.93,39.100,2.32,25.408,1.69,19.104,1.29,35.928,1.97,28.243,1.33,23.548,1.95,21.630,1.19,37.852,1.48,31.346,1.35,27.095,1.41,23.538,1.30,23.298,1.06,23.410,1.49,24.500,1.67,24.806,0.87,25.162,0.92,34.004,0.87,37.168,1.29,46.226,1.93,43.966,1.79,22.604,1.80
34177,BEEF POTJIE PACK,2,865.613,0.32,9.324,0.27,31.767,1.01,17.030,0.66,19.738,0.79,9.814,0.31,9.636,0.32,3.904,0.11,2.798,0.09,2.336,0.07,3.758,0.07,5.308,0.20,24.173,0.75,20.360,0.57,21.176,0.58,20.736,0.64,7.104,0.21,0.000,0.00,0.000,0.00,5.046,0.12,2.580,0.07,2.560,0.06,0.000,0.00,2.306,0.07,2.652,0.08,66.552,1.26,106.710,2.46,66.954,1.30,68.776,1.27,174.870,2.56,107.889,1.35,19.754,0.26,0.000,0.00,30.002,0.41,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
