Department No,Department Name,"Sub-
Dept.",Sub Department,Date,Opening Stock at CP,Purchases at CP,IDTs,Stock Adjustments at CP,Waste Adjustments at CP,Recipe Auto Produce at CP,Waste to Sales %,Sales at Cost,S.Take Var to Fin Stock,Fin S.Take Var to Sales %,Theo. Fin Closing Stock,Actual Stock at CP (Products),Theo to Act Difference CP,Stock Variance (Last Stock Take) at CP,Act S.Take Var to Sales %,Sales Excl. VAT,Front End GP%,Actual Fin GP%,Calc Cost of Sales,Calc GP R,Sales Excl. VAT (%),Stock Days CP
4,FRESH PRODUCE,407,PRODUCE SALAD,2025/02/17,7 635.30,22 661.73,-775.35,0.00,-239.43,0.00,-0.81,-22 774.40,-926.69,-3.13,5 581.16,6 438.82,857.66,-857.66,0.00,29 583.95,23.02,19.08,23 940.52,5 643.44,0.10,1.72
4,FRESH PRODUCE,407,PRODUCE SALAD,2025/02/24,5 581.16,27 229.76,-935.63,0.00,-384.60,0.00,-1.17,-24 139.69,-485.66,-1.48,6 865.35,7 175.05,309.70,-309.70,0.00,32 908.66,26.65,24.00,25 009.95,7 898.71,0.12,1.99
4,FRESH PRODUCE,407,PRODUCE SALAD,2025/03/03,6 865.35,31 332.15,-828.03,0.00,-112.76,0.00,-0.30,-27 517.12,1 007.49,2.72,10 747.08,9 906.21,-840.86,1 002.95,0.00,37 031.06,25.69,28.11,26 622.39,10 408.67,0.13,2.73
4,FRESH PRODUCE,407,PRODUCE SALAD,2025/03/10,10 747.08,34 602.34,-1 161.34,0.00,-478.08,0.00,-1.39,-25 713.69,-1 945.08,-5.66,16 051.23,18 664.18,2 612.96,-2 547.60,0.00,34 359.43,25.16,18.11,28 136.85,6 222.58,0.12,4.37
4,FRESH PRODUCE,407,PRODUCE SALAD,2025/03/17,16 051.23,25 610.07,-228.50,0.00,-475.58,0.00,-1.49,-24 879.93,-3 813.96,-11.98,12 263.32,16 086.81,3 823.49,-3 823.49,0.00,31 831.10,21.84,8.36,29 169.47,2 661.63,0.11,3.45
4,FRESH PRODUCE,407,PRODUCE SALAD,2025/03/24,12 263.32,25 831.75,-700.72,0.00,-433.11,0.00,-1.19,-29 178.54,-1 433.15,-3.93,6 349.55,7 075.97,726.42,-726.42,0.00,36 434.01,19.91,14.79,31 044.80,5 389.21,0.13,1.52
4,FRESH PRODUCE,407,PRODUCE SALAD,2025/03/31,6 349.55,31 636.29,-414.88,0.00,-91.92,0.00,-0.30,-23 583.55,-3 159.24,-10.47,10 736.24,12 981.52,2 245.27,-2 245.27,0.00,30 184.59,21.87,11.10,26 834.71,3 349.88,0.11,3.19
4,FRESH PRODUCE,407,PRODUCE SALAD,2025/04/07,10 736.24,25 227.60,-1 288.48,0.00,-135.93,0.00,-0.47,-21 473.22,1.35,0.00,13 067.57,14 255.83,1 188.26,-1 170.03,0.00,28 801.93,25.45,24.98,21 607.80,7 194.13,0.10,4.26
4,FRESH PRODUCE,407,PRODUCE SALAD,2025/04/14,13 067.57,20 675.24,-182.08,0.00,-497.57,0.00,-1.62,-23 773.04,-1 959.30,-6.37,7 330.82,9 317.75,1 986.93,-1 986.93,0.00,30 764.40,22.73,14.74,26 229.91,4 534.49,0.11,2.16
4,FRESH PRODUCE,407,PRODUCE SALAD,2025/04/21,7 330.82,23 307.64,-961.04,0.00,-69.85,0.00,-0.24,-22 154.65,-1 039.81,-3.63,6 413.11,7 348.96,935.85,-935.85,0.00,28 662.06,22.70,18.83,23 264.31,5 397.75,0.10,2.03
4,FRESH PRODUCE,407,PRODUCE SALAD,2025/04/28,6 413.11,26 022.41,-372.22,0.00,-293.38,0.00,-1.12,-19 698.80,-617.47,-2.37,11 453.65,12 211.38,757.73,-574.56,0.00,26 104.10,24.54,21.05,20 609.65,5 494.45,0.09,4.07
4,FRESH PRODUCE,408,PRODUCE SOUPS,2024/12/30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/01/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.80,0.00,30.80,0.00,-30.80,30.80,0.00,0.00,0.00,0.00,-30.80,30.80,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/01/13,30.80,0.00,0.00,0.00,0.00,0.00,0.00,-30.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.98,29.97,29.97,30.80,13.18,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/01/20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/01/27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/02/03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/02/10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/02/17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/02/24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/03/03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/03/10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/03/17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/03/24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/03/31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/04/07,0.00,92.43,0.00,0.00,0.00,0.00,0.00,-30.80,-0.03,-0.08,61.60,61.60,0.00,0.00,0.00,42.88,28.17,28.09,30.83,12.05,0.00,14.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/04/14,61.60,61.63,0.00,0.00,-61.60,0.00,-280.13,-15.40,-0.03,-0.15,46.20,46.20,0.00,0.00,0.00,21.99,29.97,-250.31,77.03,-55.04,0.00,21.00
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/04/21,46.20,155.95,0.00,0.00,-46.20,0.00,-210.10,-15.40,0.00,0.00,140.55,140.55,0.00,0.00,0.00,21.99,29.97,-180.13,61.60,-39.61,0.00,63.89
4,FRESH PRODUCE,408,PRODUCE SOUPS,2025/04/28,140.55,0.00,0.00,0.00,0.00,0.00,0.00,-249.83,124.68,36.06,15.40,-109.28,-124.68,124.68,0.00,345.71,27.73,63.80,125.15,220.56,0.00,0.43
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2024/12/30,9 164.64,18 931.95,-50.84,0.00,-591.81,0.00,-2.20,-18 007.91,-4 180.00,-15.55,5 266.03,8 894.45,3 628.42,-3 628.42,0.00,26 889.32,33.03,15.28,22 779.73,4 109.59,0.10,2.05
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/01/06,5 266.03,14 265.38,-49.24,0.00,-77.09,0.00,-0.43,-11 928.99,-3 029.75,-16.90,4 446.34,7 093.84,2 647.50,-2 647.50,0.00,17 926.27,33.46,16.12,15 035.83,2 890.44,0.06,2.61
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/01/13,4 446.34,16 670.01,-27.79,0.00,-208.38,0.00,-1.27,-11 273.07,-4 015.22,-24.49,5 591.89,9 621.37,4 029.48,-4 029.48,0.00,16 394.78,31.24,5.48,15 496.67,898.11,0.06,3.47
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/01/20,5 591.89,8 010.66,-35.24,0.00,-11.22,0.00,-0.08,-9 894.56,293.60,2.12,3 955.13,3 608.13,-347.00,347.00,0.00,13 821.84,28.41,30.46,9 612.18,4 209.66,0.05,2.80
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/01/27,3 955.13,15 160.11,-84.86,0.00,-81.58,0.00,-0.43,-12 773.74,2 766.74,14.69,8 941.81,6 091.32,-2 850.48,2 850.48,0.00,18 839.98,32.20,46.45,10 088.58,8 751.40,0.07,4.90
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/02/03,8 941.81,12 208.20,-29.97,0.00,-22.07,0.00,-0.12,-12 470.66,-4 986.38,-26.41,3 640.92,7 689.46,4 048.54,-4 048.54,0.00,18 881.71,33.95,7.43,17 479.11,1 402.60,0.07,2.04
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/02/10,3 640.92,14 450.53,-75.85,0.00,-234.83,0.00,-1.38,-11 410.62,1 195.54,7.02,7 565.69,6 743.13,-822.56,822.56,0.00,17 032.91,33.01,38.65,10 449.91,6 583.00,0.06,4.64
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/02/17,7 565.69,9 135.28,-91.30,0.00,-59.24,0.00,-0.37,-10 713.24,-544.32,-3.41,5 292.87,5 877.27,584.40,-584.40,0.00,15 976.64,32.94,29.17,11 316.80,4 659.84,0.06,3.46
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/02/24,5 292.87,14 343.02,-69.66,0.00,-151.70,0.00,-1.07,-10 109.04,-2 706.21,-19.03,6 599.28,9 631.75,3 032.47,-3 032.47,0.00,14 224.47,28.93,8.84,12 966.95,1 257.52,0.05,4.57
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/03/03,6 599.28,20 012.73,-7.00,0.00,-66.51,0.00,-0.30,-16 337.70,-1 502.18,-6.84,8 698.62,9 581.50,882.88,-882.88,0.00,21 955.12,25.59,18.44,17 906.39,4 048.73,0.08,3.73
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/03/10,8 698.62,12 251.23,-7.76,0.00,-299.07,0.00,-1.64,-13 686.72,2 063.03,11.30,9 019.33,7 901.47,-1 117.86,1 117.86,0.00,18 261.14,25.05,34.71,11 922.76,6 338.38,0.06,4.61
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/03/17,9 019.33,9 257.04,-4.27,0.00,-159.57,0.00,-0.84,-13 933.09,47 047.25,248.60,51 226.69,5 174.96,-46 051.73,46 051.73,0.00,18 924.86,26.38,274.13,-32 954.59,51 879.45,0.07,25.74
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/03/24,51 226.69,5 850.97,-134.13,0.00,-161.50,0.00,-1.32,-9 272.21,-40 918.92,-333.21,6 590.89,47 516.28,40 925.39,-40 925.39,0.00,12 280.09,24.49,-310.03,50 352.64,-38 072.55,0.04,4.98
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/03/31,6 590.89,11 931.66,0.00,0.00,-173.54,0.00,-1.55,-8 390.15,-1 110.58,-9.91,8 848.28,8 190.90,-657.38,657.38,0.00,11 212.13,25.17,13.72,9 674.27,1 537.86,0.04,7.38
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/04/07,8 848.28,2 520.98,-129.48,0.00,-291.37,0.00,-3.12,-6 583.42,2 348.07,25.17,6 713.07,5 655.45,-1 057.62,1 172.50,0.00,9 328.15,29.42,51.47,4 526.71,4 801.44,0.03,7.14
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/04/14,6 713.07,3 646.07,0.00,0.00,-323.53,0.00,-4.83,-4 833.48,390.87,5.84,5 592.99,5 105.22,-487.77,487.77,0.00,6 693.44,27.79,28.79,4 766.14,1 927.30,0.02,8.10
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/04/21,5 592.99,3 439.60,-132.75,0.00,-200.91,0.00,-2.75,-5 278.50,697.86,9.54,4 118.29,3 390.32,-727.97,727.97,0.00,7 318.40,27.87,34.66,4 781.55,2 536.85,0.03,5.46
4,FRESH PRODUCE,409,PRODUCE FRUIT LOOSE,2025/04/28,4 118.29,2 974.99,-154.53,0.00,-1 014.22,0.00,-13.88,-5 145.59,2 619.74,35.86,3 398.69,766.49,-2 632.20,2 637.75,0.00,7 305.66,29.57,51.54,3 540.07,3 765.59,0.03,4.62
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2024/12/30,5 549.48,3 256.88,-50.00,0.00,-245.08,0.00,-3.89,-4 352.38,-1 670.61,-26.52,2 488.29,4 170.63,1 682.34,-1 682.34,0.00,6 299.86,30.91,0.50,6 268.07,31.79,0.02,4.00
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/01/06,2 488.29,5 154.76,-32.27,0.00,-16.64,0.00,-0.25,-4 580.18,-1 068.68,-15.91,1 945.28,3 004.91,1 059.64,-1 059.64,0.00,6 717.11,31.81,15.66,5 665.49,1 051.62,0.02,2.97
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/01/13,1 945.28,7 113.17,-36.39,0.00,-1.74,0.00,-0.03,-4 542.69,-1 021.11,-14.96,3 456.52,4 265.26,808.74,-794.85,0.00,6 827.68,33.47,18.49,5 565.54,1 262.14,0.02,5.33
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/01/20,3 456.52,5 529.11,-21.80,0.00,-1.17,0.00,-0.02,-5 108.39,-136.48,-1.82,3 717.78,3 722.06,4.28,-4.28,0.00,7 514.13,32.02,30.18,5 246.04,2 268.09,0.03,5.09
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/01/27,3 717.78,5 519.26,-95.61,0.00,-73.32,0.00,-1.04,-4 807.24,-1 052.47,-14.88,3 208.41,4 449.08,1 240.68,-1 240.68,0.00,7 073.38,32.04,16.12,5 933.03,1 140.35,0.03,4.67
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/02/03,3 208.41,6 641.16,-9.00,0.00,-12.94,0.00,-0.18,-4 882.72,-2 507.77,-35.30,2 437.14,4 677.47,2 240.34,-2 240.34,0.00,7 104.60,31.27,-4.21,7 403.43,-298.83,0.03,3.49
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/02/10,2 437.14,3 724.71,-3.01,0.00,-99.09,0.00,-1.47,-4 611.07,731.05,10.84,2 179.73,1 428.95,-750.77,750.77,0.00,6 742.66,31.61,40.99,3 979.11,2 763.55,0.02,3.31
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/02/17,2 179.73,5 321.66,-33.85,0.00,-8.03,0.00,-0.14,-3 917.95,-1 305.36,-22.82,2 236.21,3 387.26,1 151.05,-1 151.05,0.00,5 720.51,31.51,8.55,5 231.33,489.18,0.02,4.00
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/02/24,2 236.21,5 811.76,-23.61,0.00,-1.58,0.00,-0.02,-4 758.91,-1 855.99,-26.85,1 407.87,3 187.89,1 780.01,-1 780.01,0.00,6 911.44,31.14,4.27,6 616.48,294.96,0.02,2.07
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/03/03,1 407.87,8 129.73,-7.63,0.00,0.00,0.00,0.00,-3 979.59,-2 609.43,-43.86,2 940.95,5 408.09,2 467.15,-2 467.15,0.00,5 949.66,33.11,-10.75,6 589.02,-639.36,0.02,5.17
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/03/10,2 940.95,7 731.18,-25.10,0.00,-0.42,0.00,-0.01,-3 765.64,-2 511.04,-45.15,4 369.92,6 836.05,2 466.13,-2 455.48,0.00,5 560.98,32.28,-12.88,6 277.11,-716.12,0.02,8.12
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/03/17,4 369.92,8 209.13,0.00,0.00,-49.50,0.00,-0.68,-4 970.50,-3 295.43,-45.41,4 263.62,7 643.14,3 379.52,-3 379.52,0.00,7 257.78,31.51,-14.57,8 315.43,-1 057.65,0.03,6.00
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/03/24,4 263.62,4 730.87,-40.71,0.00,-72.85,0.00,-1.27,-3 893.63,-2 610.64,-45.53,2 376.65,4 990.47,2 613.82,-2 613.82,0.00,5 733.75,32.09,-14.71,6 577.13,-843.38,0.02,4.27
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/03/31,2 376.65,4 501.51,0.00,0.00,-1.95,0.00,-0.03,-4 039.62,-496.26,-8.25,2 340.34,2 940.92,600.59,-600.59,0.00,6 012.40,32.81,24.53,4 537.83,1 474.57,0.02,4.06
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/04/07,2 340.34,6 519.50,0.00,0.00,-75.81,0.00,-1.13,-4 540.95,-2 227.72,-33.18,2 015.36,3 792.22,1 776.87,-1 767.87,0.00,6 713.87,32.36,-1.95,6 844.48,-130.61,0.02,3.11
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/04/14,2 015.36,7 579.00,-23.44,0.00,-23.36,0.00,-0.38,-4 461.68,-1 550.40,-24.98,3 535.48,5 144.09,1 608.61,-1 608.61,0.00,6 207.08,28.12,2.77,6 035.44,171.64,0.02,5.55
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/04/21,3 535.48,6 503.52,-68.53,0.00,-5.11,0.00,-0.06,-5 571.12,-434.95,-5.38,3 959.29,4 404.73,445.44,-445.44,0.00,8 081.31,31.06,25.62,6 011.18,2 070.13,0.03,4.97
4,FRESH PRODUCE,410,PRODUCE VEG LOOSE,2025/04/28,3 959.29,5 967.38,-9.03,0.00,-45.67,0.00,-0.72,-4 160.64,-3 220.19,-51.01,2 491.14,5 510.67,3 019.53,-3 010.50,0.00,6 313.29,34.10,-17.63,7 426.50,-1 113.21,0.02,4.19
4,FRESH PRODUCE,411,PRODUCE GARLIC,2024/12/30,558.25,588.94,0.00,0.00,0.00,0.00,0.00,-682.88,-233.31,-23.22,231.00,468.16,237.16,-237.16,0.00,1 004.71,32.03,8.81,916.19,88.52,0.00,2.37
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/01/06,231.00,748.58,0.00,0.00,0.00,0.00,0.00,-706.20,-37.98,-3.65,235.40,275.00,39.60,-39.60,0.00,1 041.23,32.18,28.53,744.18,297.04,0.00,2.33
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/01/13,235.40,739.01,0.00,0.00,0.00,0.00,0.00,-502.15,-0.03,-0.00,472.23,472.23,0.00,0.00,0.00,738.75,32.03,32.02,502.18,236.56,0.00,6.58
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/01/20,472.23,660.12,0.00,0.00,0.00,0.00,0.00,-760.54,-0.01,-0.00,371.80,371.80,0.00,0.00,0.00,1 115.16,31.80,31.80,760.55,354.61,0.00,3.42
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/01/27,371.80,681.78,0.00,0.00,0.00,0.00,0.00,-712.58,0.00,0.00,341.00,341.00,0.00,0.00,0.00,1 046.83,31.93,31.93,712.58,334.26,0.00,3.35
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/02/03,341.00,697.35,0.00,0.00,0.00,0.00,0.00,-563.20,-28.55,-3.41,446.60,475.20,28.60,-28.60,0.00,837.17,32.73,29.32,591.75,245.42,0.00,5.55
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/02/10,446.60,638.88,0.00,0.00,0.00,0.00,0.00,-545.82,28.60,3.54,568.26,539.66,-28.60,28.60,0.00,807.40,32.40,35.94,517.22,290.18,0.00,7.29
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/02/17,568.26,519.27,0.00,0.00,0.00,0.00,0.00,-605.44,-9.53,-1.07,472.56,482.46,9.90,-9.90,0.00,887.55,31.79,30.71,614.97,272.58,0.00,5.46
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/02/24,472.56,630.53,0.00,0.00,0.00,0.00,0.00,-927.08,-0.01,-0.00,176.00,176.00,0.00,0.00,0.00,1 363.43,32.00,32.00,927.09,436.34,0.00,1.33
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/03/03,176.00,1 093.19,0.00,0.00,0.00,0.00,0.00,-892.98,-9.91,-0.75,366.30,376.20,9.90,-9.90,0.00,1 321.17,32.41,31.66,902.89,418.28,0.00,2.87
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/03/10,366.30,705.98,0.00,0.00,0.00,0.00,0.00,-615.78,9.90,1.09,466.40,456.50,-9.90,9.90,0.00,907.97,32.18,33.27,605.88,302.09,0.00,5.30
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/03/17,466.40,784.30,0.00,0.00,0.00,0.00,0.00,-783.20,-0.00,-0.00,467.50,467.50,0.00,0.00,0.00,1 153.50,32.10,32.10,783.20,370.30,0.00,4.18
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/03/24,467.50,708.44,0.00,0.00,0.00,0.00,0.00,-748.00,-29.74,-2.69,398.20,427.90,29.70,-29.70,0.00,1 105.33,32.33,29.64,777.74,327.59,0.00,3.73
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/03/31,398.20,668.80,0.00,0.00,0.00,0.00,0.00,-743.60,28.60,1.41,352.00,322.30,-29.70,29.70,0.00,2 024.86,63.28,64.69,715.00,1 309.86,0.01,3.31
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/04/07,352.00,562.18,0.00,0.00,0.00,0.00,0.00,-506.00,26.32,3.49,434.50,405.90,-28.60,28.60,0.00,753.66,32.86,36.35,479.68,273.98,0.00,6.01
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/04/14,434.50,548.02,0.00,0.00,0.00,0.00,0.00,-698.35,-41.47,-3.98,242.70,261.35,18.65,-18.65,0.00,1 041.52,32.95,28.97,739.82,301.70,0.00,2.43
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/04/21,242.70,827.20,0.00,0.00,0.00,0.00,0.00,-789.50,-16.45,-1.41,263.95,273.85,9.90,-9.90,0.00,1 169.03,32.47,31.06,805.95,363.08,0.00,2.34
4,FRESH PRODUCE,411,PRODUCE GARLIC,2025/04/28,263.95,783.20,0.00,0.00,0.00,0.00,0.00,-765.45,-0.15,-0.01,281.55,271.65,-9.90,9.90,0.00,1 131.50,32.35,32.34,765.60,365.90,0.00,2.57
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2024/12/30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/01/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/01/13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/01/20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/01/27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,486.31,0.00,486.31,0.00,-486.31,486.31,0.00,0.00,0.00,0.00,-486.31,486.31,0.00,0.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/02/03,486.31,0.00,0.00,0.00,0.00,0.00,0.00,-44.21,0.00,0.00,442.10,442.10,0.00,0.00,0.00,65.22,32.21,32.21,44.21,21.01,0.00,70.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/02/10,442.10,0.00,0.00,0.00,0.00,0.00,0.00,-3 570.77,3 526.56,60.76,397.89,-3 535.23,-3 933.12,3 933.12,0.00,5 804.35,38.48,99.24,44.21,5 760.14,0.02,0.78
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/02/17,397.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-397.89,0.00,0.00,397.89,397.89,-397.89,0.00,0.00,0.00,0.00,397.89,-397.89,0.00,0.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/02/24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/03/03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/03/10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/03/17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/03/24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/03/31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/04/07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,FRESH PRODUCE,412,PRODUCE SPECIAL OCC,2025/04/14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
